arch,batch_size,lr,weight_decay,dropout,best_epoch_csv_mean,best_epoch_csv_std,best_epoch_csv_min,best_epoch_csv_max,best_epoch_csv_count,best_val_f1_csv_mean,best_val_f1_csv_std,best_val_f1_csv_min,best_val_f1_csv_max,best_val_f1_csv_count,final_val_f1_csv_mean,final_val_f1_csv_std,final_val_f1_csv_min,final_val_f1_csv_max,final_val_f1_csv_count,final_train_f1_csv_mean,final_train_f1_csv_std,final_train_f1_csv_min,final_train_f1_csv_max,final_train_f1_csv_count,min_val_loss_csv_mean,min_val_loss_csv_std,min_val_loss_csv_min,min_val_loss_csv_max,min_val_loss_csv_count,final_train_loss_csv_mean,final_train_loss_csv_std,final_train_loss_csv_min,final_train_loss_csv_max,final_train_loss_csv_count,final_val_loss_csv_mean,final_val_loss_csv_std,final_val_loss_csv_min,final_val_loss_csv_max,final_val_loss_csv_count,test_f1_macro_eval_mean,test_f1_macro_eval_std,test_f1_macro_eval_min,test_f1_macro_eval_max,test_f1_macro_eval_count,test_f1_weighted_eval_mean,test_f1_weighted_eval_std,test_f1_weighted_eval_min,test_f1_weighted_eval_max,test_f1_weighted_eval_count,test_accuracy_eval_mean,test_accuracy_eval_std,test_accuracy_eval_min,test_accuracy_eval_max,test_accuracy_eval_count,test_loss_eval_mean,test_loss_eval_std,test_loss_eval_min,test_loss_eval_max,test_loss_eval_count
mbv2,128,0.01,0,0.0,19.2,1.9235384061671343,17,22,5,0.7286691827658263,0.00456809707843363,0.7221158373611718,0.7347303288461907,5,0.7249042601290949,0.0026415562064247416,0.722047617129878,0.7283546182376047,5,0.8726984699670174,0.004305219064145292,0.866347849967547,0.8776676518918227,5,0.7920284133105808,0.0058975649210580555,0.7818692400614421,0.7961435364193387,5,0.4351128932645586,0.006589064047099259,0.4292302155176798,0.4455686987770928,5,0.8592916036902534,0.021917847930839236,0.8310297280311585,0.8870890641742283,5,0.7252420105339974,0.0032644666514214573,0.7213485611919126,0.7286496377489069,5,0.7252420105339974,0.0032644666514214478,0.7213485611919126,0.728649637748907,5,0.7264177777777778,0.002615511658274175,0.7240333333333333,0.7296888888888889,5,0.8048029605193328,0.008397368390203453,0.7906904678511107,0.811875038246102,5
mbv2,128,0.01,0,0.3,21.8,2.489979919597747,18,24,5,0.7214786911128448,0.004857827965837568,0.7154131512589725,0.7263578441708302,5,0.7129024100583187,0.007736565479243815,0.7022942185043166,0.7212624206803259,5,0.8344108828607328,0.017835368281945645,0.8057476507909515,0.8523149295112591,5,0.8131696840837266,0.020588468654742925,0.789642513095008,0.846198887846205,5,0.506221312122345,0.03125021920736745,0.4731653018739488,0.5528654662344191,5,0.8684507881153956,0.014666370346090724,0.8567343444188436,0.8852220921304491,5,0.7182021214654766,0.0040073855796114236,0.7127028425660494,0.7224842858355516,5,0.7182021214654765,0.004007385579611378,0.7127028425660494,0.7224842858355515,5,0.7179622222222222,0.004598997475295878,0.7112555555555555,0.7228333333333333,5,0.8463645154402434,0.02815022239600994,0.8053876713564316,0.874450634681774,5
