epoch,seed,n_shots,train_loss,train_f1,val_loss,val_f1
2,999,5,3.444164991378784,0.2943675931911226,66.74335676814347,0.018247522104348428
3,999,5,4.535228252410889,0.24662698412698414,155.3523652175785,0.019372055709342095
4,999,5,3.2033321857452393,0.24730413377472202,246.21418272476197,0.03309455822330123
5,999,5,1.9348644018173218,0.42211718020541544,244.08323006946097,0.02175100343320957
6,999,5,1.2713901996612549,0.6164829614829614,215.73308336533051,0.02843786821980885
7,999,5,1.2623759508132935,0.42091575091575095,178.0670296510415,0.018379992128859417
8,999,5,0.8423275947570801,0.6840337440337441,151.63985607176986,0.018362581205910018
9,999,5,0.7750735282897949,0.7105738705738707,142.03431799852584,0.021495320043440735
10,999,5,0.6059497594833374,0.7355594405594406,135.71815433740085,0.024323717533583162
11,999,5,0.46392905712127686,0.8749494949494949,121.40062185940212,0.023943112796755546
12,999,5,0.4468044638633728,0.8580808080808081,99.64517914685673,0.027629529511529655
13,999,5,0.2844786047935486,0.8817821067821068,77.85697179592981,0.03415466856467919
14,999,5,0.2932392358779907,0.9164141414141413,59.86493372164832,0.040857113508375564
15,999,5,0.1881229728460312,0.9595959595959596,47.62359892448849,0.04675125503306096
16,999,5,0.08184114098548889,1.0,40.37373582778507,0.0510891077857706
17,999,5,0.11252260208129883,0.9797979797979798,36.390342846001516,0.05731540019177263
18,999,5,0.15435269474983215,0.9595959595959596,31.824341046672398,0.06393184591559903
19,999,5,0.09144099056720734,0.9797979797979798,27.378166422165766,0.06539942154264278
20,999,5,0.06908633559942245,0.9797979797979798,24.379551536464692,0.06821061969801327
21,999,5,0.08571381866931915,0.9797979797979798,23.200684710783428,0.06876540846076004
22,999,5,0.06126989424228668,1.0,22.410834921741486,0.06743379388815214
23,999,5,0.02721136063337326,1.0,21.835395505245526,0.06709471831497957
24,999,5,0.02044106461107731,1.0,21.126031432603465,0.06869572798140025
25,999,5,0.05047144368290901,1.0,20.459030576674145,0.07000418434572286
1,42,10,4.72758487701416,0.09351295763060469,116.65396212218717,0.019000002719843652
2,42,10,4.50723445892334,0.18989055299539168,1166.3981167643228,0.0181823691627019
3,42,10,2.819637489318848,0.218993265993266,645.5061753637751,0.028520529355367853
4,42,10,2.4959330463409426,0.2605963535879249,208.19579672122532,0.037806704740282866
5,42,10,1.7974544429779054,0.348694042799306,178.23970145918213,0.02118724731313762
6,42,10,1.9489808559417725,0.273093763821318,144.43315982775826,0.020697979904371305
7,42,10,1.7102804279327393,0.32819685741936383,86.48603120901505,0.03125178715683202
8,42,10,1.434221124649048,0.47318725959283237,40.6007401806583,0.05355047879269481
9,42,10,1.353602285385132,0.5622344631632558,23.626015747045845,0.058356776675173284
10,42,10,1.2026571750640869,0.5468879967641578,22.137766637195814,0.0562292600835409
11,42,10,1.0984424781799316,0.6277620083734635,23.92597884799123,0.0495847005067192
12,42,10,0.9090100765228272,0.7069715593331154,19.887317913362995,0.060540215150014044
13,42,10,0.885735628604889,0.7040603954158942,14.354631180224613,0.0818167990609525
14,42,10,0.8997025203704834,0.6656689182850173,8.990632072809007,0.11705806560064022
15,42,10,0.7727933812141419,0.6976692568435736,5.941993943532308,0.1451292927564225
16,42,10,0.7261059617996216,0.813459472132241,5.0498277863396535,0.1649452289109997
17,42,10,0.5319068408012391,0.8705173574873399,4.828087769868639,0.18744108998773834
18,42,10,0.5105860877037048,0.8054114382947335,5.128476892322964,0.18369329745983476
19,42,10,0.41675076484680174,0.8682691577428419,5.2831457751168145,0.17242240762259992
20,42,10,0.38119286179542544,0.8887555418811308,4.544613065677219,0.19470503922217158
21,42,10,0.23322131097316742,0.9499248120300752,3.641756017218696,0.22082409584751744
22,42,10,0.21831871211528778,0.9704260651629074,3.5633818685743543,0.21292403944054472
23,42,10,0.19731221258640289,0.941742993848257,3.7581411274380154,0.19971558011717733
24,42,10,0.20003252267837524,0.9593984962406015,3.9404644605000816,0.2020453958307719
25,42,10,0.13574982076883316,0.9799498746867169,3.958146750386556,0.2077872509894715
1,123,10,5.291688995361328,0.05248822183335576,129.8660346139092,0.0181823691627019
2,123,10,4.622898025512695,0.0908883803712179,288.7965726495394,0.047640908516567604
3,123,10,3.544227333068848,0.18527380027380028,543.9406375141826,0.01852043746923305
4,123,10,2.7741136360168457,0.18119658119658122,250.8588518132983,0.024486057639290737
5,123,10,2.0768210601806643,0.3363818129493187,99.60840177622902,0.059690450447937284
6,123,10,1.894662733078003,0.33772319467971645,70.03986093884573,0.05534286347013877
7,123,10,1.9183349895477295,0.32397270920800336,52.30769840530902,0.0438837386846958
8,123,10,1.4121467638015748,0.44289537248919403,33.779902822107736,0.06000544830823128
9,123,10,1.304708948135376,0.5345060958992848,21.280413127093844,0.09177566899075247
10,123,10,1.3763036918640137,0.5255378300824526,16.872598817274305,0.10101948408853337
11,123,10,1.0966992950439454,0.6022100122100122,12.094390205521053,0.10473498274196058
12,123,10,1.1207105207443238,0.6177457113488208,9.16417446392907,0.1162586672432405
13,123,10,0.9435225653648377,0.6190278562017691,8.25862979558309,0.1302588652944442
14,123,10,0.8938095951080323,0.7142171939425944,5.804330659696791,0.1600120754108384
15,123,10,0.7488280582427979,0.7281821872358958,4.422161245727539,0.18140690261721804
16,123,10,0.7085385894775391,0.7259782030834663,4.096019135369195,0.18328326456601057
17,123,10,0.6543912601470947,0.7396347053932193,4.169474464840359,0.17450622739409288
18,123,10,0.5417803883552551,0.8278458383721542,4.187584615749783,0.17582640358828855
19,123,10,0.4483622884750366,0.8371299674436031,3.7668105500115288,0.19385321364284375
20,123,10,0.48514250755310057,0.8168219345154328,3.5210823317421807,0.20821398134943636
21,123,10,0.44736873745918276,0.8593301435406697,3.5625998725891113,0.2098799841579992
22,123,10,0.337166553735733,0.9005134047239309,3.883496407869127,0.2041366829829435
23,123,10,0.3285695207118988,0.8784393955904253,4.0312869127485484,0.20057921799274
24,123,10,0.29293628215789796,0.9011207201138551,4.1739609006669784,0.18705265770191964
25,123,10,0.31404107689857486,0.9187301587301586,4.240943213653565,0.17929176779976774
1,2024,10,4.586693305969238,0.047575865339023235,360.43796851128474,0.01818181818181818
2,2024,10,4.954506206512451,0.16883012868138722,1160.976908810764,0.01818181818181818
3,2024,10,2.901676959991455,0.24580424477483298,459.9482411057048,0.0380291814128575
4,2024,10,2.6435588455200194,0.25254692929750133,186.82295849175256,0.03164499630140251
5,2024,10,2.0855828142166137,0.34020191161495505,118.3982576382743,0.027471948827621624
6,2024,10,1.8177410984039306,0.3720921670921671,87.04920875605173,0.02627067960859595
7,2024,10,1.6753765058517456,0.39711380573449534,54.73564497388111,0.03025896285062783
8,2024,10,1.5589224863052369,0.39737985513847585,27.800256901477443,0.05032917273891644
9,2024,10,1.4430114316940308,0.5029199853854586,17.391760738457574,0.07429749475347233
10,2024,10,1.337529525756836,0.4624458466737327,12.115615201388465,0.08191243082177066
11,2024,10,1.1122946190834044,0.5944694058895597,9.070776980812681,0.09754767626514002
12,2024,10,1.2473991775512696,0.5996711359115452,7.476807774501377,0.14793630727385315
13,2024,10,1.0124886274337768,0.6394133059922533,7.238815181559986,0.13573137085196257
14,2024,10,1.1497204446792602,0.5435696735269789,5.049056201786465,0.1713151955754326
15,2024,10,0.8647471904754639,0.7130586567428673,3.6486363917456734,0.19641763639913407
16,2024,10,0.903183388710022,0.6649248120300751,5.092316157192654,0.17175305864057383
17,2024,10,0.7825697350502014,0.7231977173153643,5.460545726055569,0.1715353129153503
18,2024,10,0.6229373431205749,0.7684099955771782,4.156000103844537,0.18991586060229268
19,2024,10,0.5617508459091186,0.8183531020063528,4.302864648352729,0.17848450240598715
20,2024,10,0.5874679899215698,0.7918025929739485,4.28148258228302,0.18344739552809664
21,2024,10,0.4740432643890381,0.8899621156277503,4.116667786640591,0.20200208808555695
22,2024,10,0.3430445528030395,0.919722791828055,3.717816619989607,0.20606464686582388
23,2024,10,0.3170544981956482,0.9392215386952228,3.5177275663587784,0.19453492979626785
24,2024,10,0.3669401550292969,0.8680228238580641,3.4151656239827473,0.20033124585335424
25,2024,10,0.2732687926292419,0.9115660363028784,3.712852595774333,0.20204614295954154
1,7,10,4.032160606384277,0.07134199134199135,222.7948749457535,0.01822311566052823
2,7,10,5.289400329589844,0.11657342657342658,804.1953078667535,0.018230284184058997
3,7,10,2.8720145797729493,0.1755732041100193,703.3532521702236,0.03518444008943382
4,7,10,2.0576155042648314,0.34791931924284863,376.812320897505,0.03730742126443918
5,7,10,1.9040323066711426,0.4055994152046784,210.7606782165816,0.021162571704715215
6,7,10,1.5684552812576293,0.4047972492082132,134.78224442825697,0.028325611936191764
7,7,10,1.5159679603576661,0.45325715314679654,89.85385066028171,0.05591389610649463
8,7,10,1.1378784036636354,0.6024931894954778,67.94619088373621,0.0355169952376719
9,7,10,1.0754428911209106,0.5806195157107936,46.52036527514797,0.03586375824026715
10,7,10,0.9810377836227417,0.656566580620289,23.541566549041537,0.07784472586346587
11,7,10,0.7440520715713501,0.74323487893181,14.587968924734328,0.10812434508390542
12,7,10,0.6809820365905762,0.7905850771922921,11.863297252824571,0.11915746191728249
13,7,10,0.6129836797714233,0.808017481314695,13.12313079424964,0.09570281307740844
14,7,10,0.5711033797264099,0.7688596044478397,10.688542453490363,0.13985623438182343
15,7,10,0.4780962800979614,0.8567060355103834,8.311456679534912,0.16154630487881178
16,7,10,0.39679922819137575,0.8889360423456534,7.284311617702908,0.16279769219618945
17,7,10,0.3086202704906464,0.9092656775628912,6.413236259714762,0.17705824428299846
18,7,10,0.1968660843372345,0.9605571900766409,5.92242374212477,0.18697770909872835
19,7,10,0.27381206274032593,0.9286952229057492,6.050431271870931,0.19583996719940266
20,7,10,0.1702088910341263,0.9603577124629756,6.592139040078057,0.19609705081764456
21,7,10,0.10567035675048828,0.9799498746867167,6.675359410179986,0.19434724563268752
22,7,10,0.13947986602783202,0.960332649806334,5.49261140967475,0.21085573142893224
23,7,10,0.11735108077526092,0.9799498746867167,4.515896053653293,0.22346497005098248
24,7,10,0.0569030687212944,0.9899749373433584,4.26691010055542,0.23149485880648832
25,7,10,0.07097900032997131,0.9799498746867169,4.239320947986179,0.23438825126626311
1,999,10,5.509156551361084,0.07975541082957963,532.60476328125,0.01818200183840241
2,999,10,4.458339862823486,0.17513854566486145,1115.1557600533665,0.029268859154030498
3,999,10,2.7962984085083007,0.16394017094017094,642.406369112571,0.01818181818181818
4,999,10,2.307325019836426,0.2571297727563712,336.83586557074216,0.018947454971721907
5,999,10,1.91182608127594,0.3266335302236837,163.71468595112563,0.018746133423595858
6,999,10,2.0094676351547243,0.2945016177567665,88.4414008174327,0.020614832299960473
7,999,10,1.9105953788757324,0.3405342388228636,47.98809308497128,0.030223967646449513
8,999,10,1.6549867582321167,0.39651816707544263,24.940190860149595,0.058230133315350374
9,999,10,1.58276349067688,0.4735283515435622,16.533031685935125,0.0604311857407291
10,999,10,1.581431884765625,0.46689621972230666,12.232945437134637,0.0801018348824528
11,999,10,1.8386199188232422,0.38116698481783867,11.079398839420742,0.1150003875051753
12,999,10,1.4507955741882324,0.49143084985190255,8.261457167858548,0.11731905941718102
13,999,10,1.3174484157562256,0.5253205849877676,6.295398259819878,0.1238789353709155
14,999,10,1.2225205945968627,0.6258310227485083,5.339006561575996,0.15271583090511218
15,999,10,1.512441167831421,0.6014166786609243,4.909224733691746,0.16246152371317002
16,999,10,1.0459116172790528,0.7084669114854873,4.460516638183594,0.176635496346911
17,999,10,1.0852233743667603,0.6013807245386193,3.6592524034923977,0.19763845729696533
18,999,10,0.8051025176048279,0.6586142563259269,3.7484322227901883,0.19650290143241606
19,999,10,0.7714014840126038,0.6928083777397278,4.207435462019179,0.15718479941495095
20,999,10,0.6765708088874817,0.7791222029342907,4.533094621170892,0.16497076331880772
21,999,10,0.563325982093811,0.8088206022302133,4.586579878150093,0.18723840821464288
22,999,10,0.4633398675918579,0.8676457447967746,4.67088626276652,0.18986721409441695
23,999,10,0.4534218001365662,0.8607769423558898,4.526788481224908,0.19590499388181185
24,999,10,0.3506494319438934,0.8469569238138359,4.425147392569648,0.18886005781181978
25,999,10,0.4167742109298706,0.8362889174808679,4.220566680611505,0.20077606489155161
1,42,20,5.213777046203614,0.11226279274243325,1159.8702096354737,0.01857152840443864
2,42,20,3.474857044219971,0.12339888765850011,287.64087321539455,0.026912275478268317
3,42,20,2.544679489135742,0.15699579819395487,97.3167739276696,0.03717674946978068
4,42,20,2.7262300777435304,0.11235579298092932,23.17371643069585,0.0650523381481801
5,42,20,2.3555377960205077,0.19373035742169759,8.44947938738399,0.09247842989061403
6,42,20,2.486700134277344,0.15672521110953946,6.605615687476264,0.09010570134295144
7,42,20,2.343977813720703,0.1926045712204339,4.263801571697659,0.1294561091888951
8,42,20,2.1946113014221194,0.24420620511023478,4.009579130744934,0.1430371108828851
9,42,20,2.0861647224426267,0.27008996585111916,3.765738493092855,0.14660927826868597
10,42,20,2.0612357521057127,0.2452787755284042,3.863536513688829,0.15092769710806536
11,42,20,2.035057601928711,0.2822005367049631,3.01205041118198,0.15605610746888873
12,42,20,2.109805154800415,0.20788658070895552,2.8844710280948216,0.14754264411054258
13,42,20,1.9625830841064453,0.30055648404363217,2.684653810670641,0.15330982840912993
14,42,20,1.9671878623962402,0.2718112726643208,2.6142607729593914,0.12882240836463352
15,42,20,1.9232556915283203,0.3009053870520184,2.5041287064446345,0.18854193605800892
16,42,20,1.8187856674194336,0.3671015401596616,2.4159438036176892,0.19883798472883957
17,42,20,1.7639441299438476,0.3562725929393584,2.788163988325331,0.15175405459977062
18,42,20,1.7630540990829469,0.35135396249865614,4.138027171611786,0.11208283591865006
19,42,20,2.0090018463134767,0.34467938427540756,3.0232133550855846,0.16888529309106298
20,42,20,1.8058691120147705,0.33313254114696245,2.9305368256674873,0.12490205082847734
21,42,20,1.9551500511169433,0.3055676845768831,2.8803125232696534,0.12239590287447769
22,42,20,1.7697594833374024,0.36094732549628183,2.518543676948547,0.18146273498189985
23,42,20,1.6924583339691162,0.38298182279566395,3.192618971994188,0.1595342016553023
24,42,20,1.8144421148300172,0.39237994886705485,3.270159439722697,0.14945384701549985
25,42,20,1.811102533340454,0.31965587625123004,2.8260493974049887,0.15733094972456413
1,123,20,4.887278823852539,0.15094296342215371,355.44091549597846,0.051277778790635456
2,123,20,3.4803013610839844,0.16530183451273653,170.49186128082064,0.046205513966102146
3,123,20,2.6425514793395997,0.17575908935160406,45.91579628068962,0.0226624478229309
4,123,20,2.4956249237060546,0.15235802871130458,8.518953328386942,0.06759215157503037
5,123,20,2.368280429840088,0.1645684947817944,5.353854739056693,0.07032377683664039
6,123,20,2.1412225341796876,0.17557414974652122,2.7057631056043836,0.13036030647272479
7,123,20,2.049770908355713,0.2355895964815926,2.6247371307373046,0.11087234547580878
8,123,20,2.1717815017700195,0.20854642965444184,2.6011030224270293,0.13185126847331405
9,123,20,2.023533639907837,0.26456796099151336,2.7331391219880845,0.12828775944505
10,123,20,1.970592966079712,0.21525061544346258,2.535118940173255,0.1520528897061045
11,123,20,1.9863866424560548,0.3008928206951505,2.3883570112281376,0.16958785867754933
12,123,20,1.7538791799545288,0.33226734401284697,3.1404042282528346,0.15397774097589975
13,123,20,1.835206422805786,0.26938749206793416,3.513874714957343,0.12373963339313535
14,123,20,1.8672134971618652,0.26964643678929395,2.498355292362637,0.1389639697287836
15,123,20,1.9403484535217286,0.2507929285619769,2.45045597076416,0.11608339769961365
16,123,20,1.787706298828125,0.3030143471433056,2.492753695572747,0.14606111132389218
17,123,20,1.970838747024536,0.2841878618097509,2.8764178247451784,0.11480645950567445
18,123,20,1.8968743705749511,0.22197495757088284,2.6091263838741514,0.14109090896923182
19,123,20,1.7345746040344239,0.34361646732373846,2.574860708702935,0.18591045039390722
20,123,20,1.658997550010681,0.35958386935189,2.498635590012868,0.2049819122765714
21,123,20,1.7203271961212159,0.3294431507073788,2.2157445874743993,0.21966724760805006
22,123,20,1.562646517753601,0.3943616547907679,2.5672585326300728,0.18635137728924783
23,123,20,1.6923503112792968,0.37720801944088866,2.413614442645179,0.2020817252145067
24,123,20,1.6737003803253174,0.33735691512913035,2.8876690506246354,0.17660271067681554
25,123,20,1.7313741111755372,0.3331268995405618,2.973668068271213,0.20801014386485006
1,2024,20,4.534988689422607,0.19061448368071962,243.94832712679244,0.01818420627222761
2,2024,20,2.821928787231445,0.19384846909345632,69.92951625510322,0.055677092570661356
3,2024,20,2.482409772872925,0.22158033917733538,25.051263055907356,0.0601316571972849
4,2024,20,2.340568256378174,0.1884094668467992,14.078338321194384,0.0717125450748469
5,2024,20,2.0757796573638916,0.18635227957917358,10.278674017122057,0.11061194845055933
6,2024,20,2.3070534229278565,0.22962799312326015,9.504021396043566,0.09484078632672369
7,2024,20,2.3636634063720705,0.20746340127151147,4.326941863335503,0.14231099107445902
8,2024,20,2.2903078269958494,0.25662794725292704,3.2653524335013495,0.16801415312947637
9,2024,20,1.92938232421875,0.28648919711776616,2.6683244364420573,0.1662581798449403
10,2024,20,1.9916075706481933,0.3010121502597994,3.199776039123535,0.16562316086560305
11,2024,20,2.033536081314087,0.32974335047225073,3.3310110834757487,0.17226768268916348
12,2024,20,2.210663299560547,0.3035523865141118,2.9012158869955273,0.17189394298650074
13,2024,20,2.092603015899658,0.2966459005606377,3.014692601860894,0.15638485638377367
14,2024,20,1.8710615921020508,0.30814190402728225,3.0094210860358346,0.1920308106237554
15,2024,20,1.7697944831848145,0.38438031091019537,3.922385004848904,0.17523280135690938
16,2024,20,1.8280542945861817,0.3653531082032031,3.638514347203573,0.151901461890863
17,2024,20,1.8733166790008544,0.3271820539485469,2.9831073813438413,0.17591609472649455
18,2024,20,1.8595677757263183,0.33308804925942087,2.8042503868314954,0.18349265403885506
19,2024,20,1.8728722953796386,0.3881990983958777,2.925618107732137,0.1688901712414384
20,2024,20,1.977635498046875,0.39418634721949664,3.1119547594176398,0.1394839300595216
21,2024,20,1.679997100830078,0.3358391905125117,2.492878818469577,0.19602684321939914
22,2024,20,1.7091048812866212,0.3596408420252881,2.808353103044298,0.18682969086317425
23,2024,20,1.6902210998535157,0.3672948008744651,3.407706299802992,0.1608361342937407
24,2024,20,1.6662159824371339,0.3457191259232697,2.679284733030531,0.16636148601478395
25,2024,20,1.82694637298584,0.27958587670450485,2.725593891037835,0.17831372899033154
1,7,20,4.733970966339111,0.12922697589674167,924.7630073016365,0.01870864219433002
2,7,20,3.605286064147949,0.12890915026357788,144.21744999130976,0.028056055405738543
3,7,20,2.6747584533691406,0.1482481660664599,37.89851093131171,0.05467193815074425
4,7,20,2.739490280151367,0.14174840318768353,6.136875719367133,0.09581026881279919
5,7,20,2.545281476974487,0.12216306548303342,5.960089276462131,0.08063712037671525
6,7,20,2.269732074737549,0.23503067868541017,8.362424484125773,0.07774836782303059
7,7,20,2.364612493515015,0.15972178686162536,9.708251613235474,0.10780141651176392
8,7,20,2.427259063720703,0.16244292313596373,3.846488800684611,0.1439054839578583
9,7,20,2.449084186553955,0.17984357169839313,2.919230040740967,0.13489318984706403
10,7,20,2.3634075927734375,0.2162340321050115,2.7619769569396975,0.14370264846677502
11,7,20,2.1660399436950684,0.23191823515249363,2.9651183021969265,0.14845709603845295
12,7,20,2.0644031524658204,0.2361832183162106,3.5436983879937065,0.1384308300528291
13,7,20,2.097878751754761,0.18745839023107302,2.811622442669339,0.11281307206603941
14,7,20,1.979618091583252,0.21677162089037294,2.6455396712621053,0.14464803655721117
15,7,20,2.065359058380127,0.20372462066866656,2.476088619656033,0.163684948904441
16,7,20,2.0178912353515623,0.19675820879262104,2.398194513278537,0.17535998530323565
