config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-02_BS=64_dropout=0.3_wd=0.0_aug=cutmix_alpha1,0.01,64,0.3,0.0,0.7454628090594124,0.001815969907738672,0.7423060926085798,0.00203992180420429
LR=1e-02_BS=64_dropout=0.3_wd=0.0_aug=cutmix_alpha4,0.01,64,0.3,0.0,0.7456470763115458,0.0026444830061485704,0.7431881253915414,0.0028758441688019436
