epoch,train_loss,val_loss,train_f1_macro,val_f1_macro,lr,batch_size,arch,weight_decay,dropout,seed,batch_size_from_dir,lr_from_dir,run_name,run_dir
14,0.7066985849168566,0.8567089958296882,0.7704782675033952,0.701972184570536,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
15,0.6812500595940484,0.8368353336440192,0.782238240965895,0.7066429693602381,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
16,0.6576770930608113,0.8186813290278117,0.7976211676710261,0.7164910707668919,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
17,0.6373938695112864,0.8093197578377194,0.8032519050196815,0.7179370779793933,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
18,0.6145136546876695,0.849347093714608,0.7867400411286021,0.7014700547059542,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
19,0.593067509206136,0.8367385679456922,0.8091817888767127,0.7100052031516073,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
20,0.5741838210529752,0.8218594509548611,0.8266392162223333,0.7185050459107765,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
21,0.553958578242196,0.8538629453765021,0.824395581088606,0.7143211573430299,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
22,0.5354597560246785,0.8675999960369534,0.8279428345302993,0.7095155611034863,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
23,0.5243007705900404,0.8353230498419868,0.8383439729817745,0.7173363411341663,0.01,128,mbv2,0,0.2,123,128,0.01,mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\bs_nowe_2\experiments\mbv2_bs128_lr1e-2_wd_0_dp_2e-1_seed_123
