config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-04_BS=16_DROPOUT=0.2,0.0001,16,0.2,0.0,0.8013895651481034,0.0062522342928598325,0.7990754976166009,0.005878438354438986
LR=1e-04_BS=16_DROPOUT=0.3,0.0001,16,0.3,0.0,0.7992391441871466,0.0038653253594229863,0.7964503797797648,0.003929012140237297
