epoch,seed,config,train_loss,train_f1,val_loss,val_f1
1,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,1.0253300001197392,0.636670130271172,0.6908015714787774,0.7527595525214483
2,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.6593022108581331,0.7672994266959157,0.6456819383820726,0.7679945561424735
3,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.4710919327682919,0.8341050383205149,0.6001339967270072,0.7919302954584785
4,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.32918953624632624,0.8831089506937628,0.6428034510958242,0.7932334228345618
5,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.22515787439346313,0.920011733516706,0.6914229820015168,0.7974428715868985
6,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.16629816604244213,0.9420471809679458,0.7847403617782887,0.7849589361056503
7,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.137395781608464,0.9526824809017091,0.8094943004999204,0.7920717716199259
8,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.11493833708796236,0.959939690624785,0.8613520333794722,0.7870675490828198
9,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.10403943455617667,0.9646652351809522,0.8729398434291892,0.789840090187386
10,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.09123169990155018,0.968375425099379,0.8939995202557365,0.7894202412430686
11,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.0825254596213655,0.9715886537020071,0.9576516351854681,0.787859216196178
12,42,LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.07687043321003827,0.9731327846212793,1.0125900176876639,0.7813886179472481
