config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-05,0.0001,16,0.2,1e-05,0.8012915935340299,0.006009664692038255,0.7989032008009505,0.006851718912486202
LR=1e-04_BS=16_DROPOUT=0.2_WEIGHT_DECAY=1e-04,0.0001,16,0.2,0.0001,0.7998365305313484,0.00441973049452353,0.7965108622655895,0.005067025008433162
