config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-04_BS=16,0.0001,16,0.0,0.0,0.8016258807694939,0.00477241759701881,0.7979526220489799,0.005235516281155262
LR=1e-04_BS=32,0.0001,32,0.0,0.0,0.7979880160925134,0.004459440823291205,0.7951466121571942,0.005476655328610955
LR=1e-04_BS=128,0.0001,128,0.0,0.0,0.7764992432157037,0.004315061389443719,0.7743571881425793,0.0034307168167798186
