epoch,train_loss,val_loss,train_f1_macro,val_f1_macro,lr,batch_size,arch,seed,run_name,run_dir,aug
20,0.371483317984475,0.9298163128217062,0.8900216028278181,0.7178543411445224,0.01,128,mbv2_blur,7,mbv2_blur_seed_7,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_7,
21,0.3528950516488817,0.976399927382999,0.8893345386370344,0.718017043799788,0.01,128,mbv2_blur,7,mbv2_blur_seed_7,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_7,
22,0.3367821819093492,0.9456217020140754,0.9056880486984836,0.7178892839930112,0.01,128,mbv2_blur,7,mbv2_blur_seed_7,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_7,
23,0.322356995926963,1.0485155841562483,0.8945435931586031,0.7136938189026105,0.01,128,mbv2_blur,7,mbv2_blur_seed_7,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_7,
24,0.3076207875463698,1.0031005106502109,0.911621249191532,0.7166997339086586,0.01,128,mbv2_blur,7,mbv2_blur_seed_7,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_7,
25,0.293536649301317,1.0201951379140215,0.9181856618308768,0.7184241264268214,0.01,128,mbv2_blur,7,mbv2_blur_seed_7,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_7,
0,1.639505718591478,1.4077514956156412,0.4796085924955299,0.4814641902758275,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
1,1.237024587673611,1.195628840446472,0.5700199756099174,0.5645265311036268,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
2,1.0773971652136909,1.1155132169299655,0.6189713637450606,0.6139862742928818,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
3,0.97639003522661,0.9816244666099548,0.6706373937679349,0.6473499360797483,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
4,0.8988653698391385,0.90075920197169,0.7044506927079038,0.6770724531710961,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
5,0.8355995694796244,0.8592791554345025,0.7307882978232162,0.6941977785710369,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
6,0.7800949485990736,0.8607463189972772,0.7368074026257818,0.69440820858167,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
7,0.7310251694891188,0.8333708210176892,0.7590382133469875,0.7064316661140289,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
8,0.6882417316966587,0.8492791666931576,0.765718059827468,0.7020520535236744,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
9,0.6528233049498664,0.830316498711374,0.7836218006690437,0.7110590938514967,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
10,0.6155165454016791,0.8081276563008626,0.8064251849517825,0.7223069696286849,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
11,0.5826020748986138,0.8307520958767997,0.810587683803719,0.7161880808832534,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
12,0.5535695836173163,0.7963899706734552,0.8348556374313565,0.7264221828769161,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
13,0.523853593132231,0.8350307621955871,0.8370403849412937,0.7223410016899732,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
14,0.4976780583275689,0.8492077076170179,0.8456356513943352,0.7253984074878993,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
15,0.4739587432331509,0.8606732066472371,0.8582488940198802,0.722413034243494,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
16,0.4505999826961093,0.9010699121581184,0.857761178031903,0.7153396904772775,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
17,0.4259912679301368,0.8865612373458015,0.8739065768583204,0.7244120931364509,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
18,0.4068366556829876,0.8795841361469693,0.8814992084768385,0.7214466221405663,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
19,0.3833710661490758,0.9498724784904056,0.8874579687178074,0.7222173923842378,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
20,0.3684654946327209,0.9317303697109224,0.888902790352627,0.7212962470588113,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
21,0.3504707080258263,0.9771831940227084,0.8913565932211742,0.7175262340259149,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
22,0.3355081387307909,0.9623484764205084,0.9039821786481056,0.7175824304144044,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
23,0.3223833704630534,0.9805394483089448,0.9116934399177496,0.7171013937524194,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
24,0.3057086925135718,1.023005133872562,0.9141266353084264,0.7157115129934136,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
25,0.2923503365092807,1.0441381322224934,0.9169288269891076,0.7156686445477323,0.01,128,mbv2_blur,999,mbv2_blur_seed_999,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_blur_seed_999,
0,1.600473622279697,1.4013198310428197,0.4830096036173604,0.4795079418042254,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
1,1.177183633825514,1.107858554479811,0.6059148161874472,0.5919895270698159,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
2,1.0292751078075832,1.0259614189041986,0.6410445660699763,0.6244556759777754,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
3,0.9306499201668632,0.9517850285953946,0.6636442939597217,0.6452668777152003,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
4,0.8517899138132731,0.8709372057384914,0.717114669793811,0.6887977043080636,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
5,0.7885402430428399,0.8653573853227827,0.7197242213436922,0.6885147476234301,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
6,0.7381577919324239,0.8164926937686072,0.7501645671414222,0.7100968214268017,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
7,0.6972959589746264,0.8072477098200056,0.7583478564880503,0.7155777101534702,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
8,0.6567653268496195,0.7720999211205376,0.7794895369235346,0.7294174463828795,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
9,0.627582215807173,0.734839986954795,0.7974935166737559,0.7422481071389903,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
10,0.5961362832917108,0.7210446016735501,0.8101560026601661,0.745317950544455,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
11,0.5708541194174025,0.7231431121879154,0.8153796206466508,0.7485869709825632,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
12,0.5477681811120775,0.7208179512023926,0.8268796797889877,0.7500499224837949,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
13,0.5253967077255249,0.7194098254998526,0.8323664254744605,0.7539599767890537,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
14,0.503709513229794,0.707805307896932,0.8425428619804866,0.7567586401367378,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
15,0.4885924442927042,0.7094221164703369,0.848086447012367,0.7579342899267026,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
16,0.4663968852202098,0.711249398358663,0.8523311473206732,0.7571316114496401,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
17,0.4537616902775234,0.7161820051325692,0.8611991343968098,0.7581837633714097,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
18,0.4371792334662543,0.7203789471626282,0.8615562254629024,0.7563295190070034,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
19,0.4207377338833279,0.7439480694770813,0.872163234433111,0.7609401343878472,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
20,0.4053206275992923,0.7340832793235779,0.8706467553072645,0.7561809542814568,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
21,0.3899897040420108,0.7463937084039053,0.8790053801229518,0.7610285319957033,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
22,0.3792595115025838,0.7833943686432309,0.8766850024140378,0.7526441405019301,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
23,0.3653337357785967,0.7523196251551311,0.891975821307304,0.7621974187297631,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
24,0.3542404663085937,0.757698150311576,0.8939938139273323,0.7585477594894325,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
25,0.3407759358723958,0.7669947709348467,0.9009052439032764,0.7600355139600727,0.01,128,mbv2_flip,123,mbv2_flip_seed_123,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_123,
0,1.5421004649480183,1.400975990846422,0.4969141700360131,0.4913811055537728,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
1,1.159390113406711,1.209359436056349,0.5739018115433303,0.5626277654609015,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
2,1.0095042141596475,1.0542661976761287,0.6300864087069348,0.6149429520102982,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
3,0.9058704132503932,0.9365260588539972,0.6786365303097108,0.6598211643743903,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
4,0.8308643176396688,0.8582331316365136,0.7203591249278971,0.6938111350512862,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
5,0.7751223204506769,0.8271719437493218,0.7394256527186993,0.7066314935211039,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
6,0.726178201007843,0.7838139508406321,0.7564179054011066,0.7193219094746579,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
7,0.6825921849780613,0.754197005007002,0.7740468655380257,0.7310053525237186,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
8,0.6489757406658596,0.7509554174052344,0.7804913045667069,0.7345057570019686,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
9,0.6173177410761516,0.7254539599921969,0.799730204368698,0.7431749405034986,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
10,0.5893010196579828,0.7109354634602865,0.8100892554168068,0.7510643427168592,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
11,0.5642636723412408,0.7003468669626448,0.8215650992139418,0.7542539328956914,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
12,0.5428432476361592,0.7130399182478587,0.8281733414848984,0.755625884918724,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
13,0.5183697260750665,0.6842267454253302,0.8431357345833534,0.762556663007976,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
14,0.4984146406173706,0.6936928640259636,0.8427092236342704,0.7602458297291357,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
15,0.4812011152161492,0.7210745166831546,0.8393389460953602,0.7522469751809825,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
16,0.460661390124427,0.728301898627811,0.8485341574290818,0.7558060886227553,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
17,0.4461455194367302,0.7117177760865954,0.8546285334553427,0.7567132249106281,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
18,0.4281532108200921,0.7661462647808923,0.8476513705423272,0.7477550395211896,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
19,0.4157887980884976,0.7210275218804677,0.8735186286201838,0.7610903979034206,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
20,0.4018537330150604,0.723385146745046,0.8766632667911469,0.7617897748019998,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
21,0.3884405775970883,0.7211382431825002,0.8837475669369426,0.763798180062331,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
22,0.3746447279824151,0.7199508789274428,0.8865364170114354,0.7634646979009901,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
23,0.3602389260398017,0.7343232824881871,0.8933149055754745,0.7647429379690637,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
24,0.3507086716598934,0.7680455080774096,0.890935707696795,0.7615545879028482,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
25,0.3399237225161658,0.7581837146494124,0.897905597466203,0.7602611540268518,0.01,128,mbv2_flip,2024,mbv2_flip_seed_2024,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_2024,
0,1.5533443326526215,1.500577358341217,0.460906016919864,0.4563805666297941,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
1,1.1362844252056543,1.1477842754364014,0.5992653919501294,0.5861718445225399,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
2,0.9888516906102498,0.9975444935268826,0.6519062336973606,0.6331704224190984,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
3,0.8918580722067091,0.936881496032079,0.6840761848358452,0.6634386879794058,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
4,0.8178923189163207,0.8643858815617032,0.7177449518041497,0.6923995099303426,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
5,0.7648515490002102,0.8558151737742954,0.727069297214893,0.6966680223722916,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
6,0.7187786720593771,0.7821842555575901,0.7581451329122003,0.7192689532013291,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
7,0.6783341653082106,0.7981546382533179,0.7651791677589752,0.7209931963944836,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
8,0.644319257873959,0.7459499415344663,0.7835948917441886,0.7331446121295843,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
9,0.6121946012708875,0.7242344857639736,0.8000363473761565,0.745761911524393,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
10,0.5843619129816691,0.7348484768284692,0.802250224056164,0.7390294209369019,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
11,0.5598811985015869,0.7054640686670939,0.8190568936151046,0.7529451698675973,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
12,0.5364523253864713,0.7518604960600536,0.8081250218802142,0.7360936786026114,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
13,0.5142980289909574,0.7191213232570224,0.8316808581143853,0.7524686808792496,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
14,0.493165143638187,0.7069875556363,0.8420815091012368,0.7568489744334399,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
15,0.4766828753259446,0.7061081979486677,0.8527075317137609,0.7608751813169676,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
16,0.4542190388043721,0.6938038911130693,0.8642599331142111,0.7665942709471368,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
17,0.4383900604248046,0.7027329885164897,0.8683029184529651,0.7646230489638438,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
18,0.4221396935356988,0.7290352664470673,0.8663937037919197,0.7595048406431747,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
19,0.4090133639229668,0.7112978673299154,0.8798121619393994,0.765711825252102,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
20,0.3951721835348341,0.7484953565544552,0.8764840278666888,0.7579838889820055,0.01,128,mbv2_flip,42,mbv2_flip_seed_42,C:\Users\jakub\Documents\Magisterskie\DeepLearning\mobilenet\experiments\augmentation_first_part\experiments\mbv2_flip_seed_42,
