config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-02_BS=64,0.01,64,0.0,0.0,0.7143825738986993,0.0023054799213575216,0.7124468678812513,0.002444556695192971
LR=1e-03_BS=64,0.001,64,0.0,0.0,0.7106392101290431,0.0024339363561378625,0.7075773733754195,0.002432419959886759
LR=1e-04_BS=64,0.0001,64,0.0,0.0,0.6040485786032119,0.008334212558098828,0.6017797410235012,0.008407332755939335
