epoch,seed,config,train_loss,train_f1,val_loss,val_f1
1,42,LR=1e-02_BS=64,1.5020368101331922,0.4444879643972067,1.2767265923606024,0.5349776892271111
2,42,LR=1e-02_BS=64,1.123495840581258,0.5880174693181632,1.176443395561642,0.5739818889580055
3,42,LR=1e-02_BS=64,0.9703781911638047,0.6502371068259862,0.9772670179526011,0.6470111767292321
4,42,LR=1e-02_BS=64,0.8636607008828057,0.6885825161146183,0.9189179863558875,0.6709432085995454
5,42,LR=1e-02_BS=64,0.7684808817015754,0.7240579624642853,0.9002208642111884,0.6894418326981472
6,42,LR=1e-02_BS=64,0.6897083564228482,0.7519911790119757,0.8551852413230472,0.7020590605672583
7,42,LR=1e-02_BS=64,0.6089855780919393,0.7809081274211874,0.89013458665212,0.7047343258147676
8,42,LR=1e-02_BS=64,0.5259634311358133,0.8111280109467913,0.8522627588457531,0.7130980851646319
9,42,LR=1e-02_BS=64,0.4485443822595808,0.8368752259753324,0.9593246528380447,0.7010996984554929
10,42,LR=1e-02_BS=64,0.36971871671676637,0.8651509927405325,0.9904650185796949,0.7133029007693146
11,42,LR=1e-02_BS=64,0.31194196775224475,0.8872695506555898,1.0692570924308564,0.7104702122542644
12,42,LR=1e-02_BS=64,0.25868226364983454,0.9066800008942716,1.1077393881029554,0.714189666031105
13,42,LR=1e-02_BS=64,0.22257729125022888,0.9191735888363546,1.3576480531093147,0.6845305064251159
14,42,LR=1e-02_BS=64,0.19829423333803814,0.9286643201141638,1.2310347906668981,0.709076006959166
15,42,LR=1e-02_BS=64,0.17292206827799478,0.9388779754415479,1.39142616849343,0.7110780178302915
16,42,LR=1e-02_BS=64,0.1606544231335322,0.9431002013739682,1.4434734763357375,0.7066858735740876
17,42,LR=1e-02_BS=64,0.14910429708825218,0.9480759367895486,1.5296113691276974,0.7070116137590049
18,42,LR=1e-02_BS=64,0.13544913049671384,0.9530733789572052,1.4862077887309921,0.714523955621542
19,42,LR=1e-02_BS=64,0.1325186495701472,0.9545161596100071,1.6095124650478363,0.7047906178698058
20,42,LR=1e-02_BS=64,0.12173434632023175,0.9577066379418951,1.6243132902847397,0.7059361473454735
21,42,LR=1e-02_BS=64,0.11790440171658993,0.9588087404323675,1.6499664021492004,0.7113060762933727
22,42,LR=1e-02_BS=64,0.11262390622297923,0.9611721287072645,1.682529014729129,0.6980255485263215
23,42,LR=1e-02_BS=64,0.10460028141869439,0.9635324732428525,1.7286813869979647,0.7072982531319172
24,42,LR=1e-02_BS=64,0.10041046386957168,0.9654217372921853,1.6943147843586075,0.7102366130845643
25,42,LR=1e-02_BS=64,0.10587733165224393,0.9640776323649602,1.7676357526683144,0.6998865655636258
1,123,LR=1e-02_BS=64,1.4687661575741238,0.45948892516020273,1.3392636662165325,0.49064968216966787
2,123,LR=1e-02_BS=64,1.1015201223161486,0.5996097715888468,1.1462956760936314,0.5706805639762903
3,123,LR=1e-02_BS=64,0.9513729364395141,0.6563886808593764,0.970659704038832,0.6582813793101907
4,123,LR=1e-02_BS=64,0.8486759672164917,0.6965979716233275,0.9260393629868825,0.676401118217568
5,123,LR=1e-02_BS=64,0.7649251293818156,0.7241659691344374,0.8799010165505939,0.6885077354944019
6,123,LR=1e-02_BS=64,0.6794626063558791,0.7556093369389091,0.8710504519515567,0.69499438614849
7,123,LR=1e-02_BS=64,0.5998747636795044,0.783881924591266,0.8620608646286858,0.7011528231515658
8,123,LR=1e-02_BS=64,0.5158152047846052,0.8125179118918437,0.9153874387502671,0.7025895745379673
