config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-02_BS=32,0.01,32,0.0,0.0,0.7143716033028558,0.0019917142683658767,0.7114332839701986,0.0030530194662617
LR=1e-02_BS=64,0.01,64,0.0,0.0,0.7143825738986993,0.0023054799213575216,0.7124468678812513,0.002444556695192971
LR=1e-02_BS=128,0.01,128,0.0,0.0,0.7122311335973249,0.0019378564123311173,0.7103098156804614,0.0034293682362934773
