config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
LR=1e-02_BS=64_dropout=0.0,0.01,64,0.0,0.0,0.711810155976023,0.0020806912788907486,0.7097340970388399,0.0032457103671446
LR=1e-02_BS=64_dropout=0.2,0.01,64,0.2,0.0,0.7225797226666792,0.0024686776903686744,0.7205169119006799,0.00260824782010122
LR=1e-02_BS=64_dropout=0.3,0.01,64,0.3,0.0,0.7233149567840135,0.0016525191371540226,0.7214490826345941,0.0025041983099967106
