config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
best_params_plus_augmentation_blur,0.0001,16,0.2,0.0,0.7868315536460914,0.0024294043566981563,0.7855148819660162,0.002834289971953742
