epoch,seed,config,train_loss,train_f1,val_loss,val_f1
1,42,best_params_plus_augmentation_blur,0.9273108654379845,0.6722884051678171,0.6448945707640714,0.7689719826329273
2,42,best_params_plus_augmentation_blur,0.5098016530267067,0.8217346446765559,0.6353542170397833,0.788084202163468
3,42,best_params_plus_augmentation_blur,0.2924672394551337,0.8976238676447308,0.7393684327517042,0.7827209408919154
4,42,best_params_plus_augmentation_blur,0.1797529121907221,0.937470556790043,0.824385405918216,0.7861658516226332
5,42,best_params_plus_augmentation_blur,0.1305618026859334,0.9547266518819318,0.9128677864498976,0.7788964793546002
6,42,best_params_plus_augmentation_blur,0.1046398611586334,0.963759676325424,0.9288153155080816,0.7837961687388949
7,42,best_params_plus_augmentation_blur,0.087477982151952,0.9702531879960172,0.9869685318063091,0.7804778077599042
1,123,best_params_plus_augmentation_blur,0.9428812001201842,0.6671462242745255,0.663651480491211,0.7628821866559533
2,123,best_params_plus_augmentation_blur,0.5203827844841613,0.8179825050895196,0.6400449676198057,0.783434640630216
3,123,best_params_plus_augmentation_blur,0.2993333183437586,0.8958254060160844,0.7418085600712181,0.7823724774114289
4,123,best_params_plus_augmentation_blur,0.1810705399081111,0.9368665849440733,0.8524445389475156,0.7785800898876187
5,123,best_params_plus_augmentation_blur,0.1321725491134191,0.9545876766796217,0.9127188609104643,0.7786610356793834
6,123,best_params_plus_augmentation_blur,0.10435568937593036,0.9642000700443948,1.0042602857164749,0.776767145402823
7,123,best_params_plus_augmentation_blur,0.08978656147865889,0.969395838159558,1.0193071156359756,0.7774987240045677
1,2024,best_params_plus_augmentation_blur,0.9171001941071616,0.6768865648506073,0.6586208691346976,0.7702633395421496
2,2024,best_params_plus_augmentation_blur,0.5082384922991197,0.8230964528002989,0.6367453519941411,0.7867235627499655
3,2024,best_params_plus_augmentation_blur,0.2941585869905021,0.8979078562023947,0.7036017005395092,0.7889758181445902
4,2024,best_params_plus_augmentation_blur,0.18058862599807068,0.9375699708557729,0.829039475505499,0.7821183110111719
5,2024,best_params_plus_augmentation_blur,0.13155246482161392,0.9547334673112606,0.9078830372071824,0.7826700738186527
6,2024,best_params_plus_augmentation_blur,0.103416133080278,0.9643565340728962,0.9527796410116264,0.7801329795704709
7,2024,best_params_plus_augmentation_blur,0.08749832341412289,0.9699044397478502,0.9752954269495974,0.7832784226269613
