config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
best_params_plus_augmentation_flip,0.0001,16,0.2,0.0,0.8234663508191492,0.0009605484358052303,0.821400201693133,0.0011074181252174365
