config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
best_params_plus_augmentation_flips,0.0001,16,0.2,0.0,0.8256785108787519,0.0013003055173180754,0.822324599211172,0.0017038584749735324
