config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
best_params_plus_augmentation_random,0.0001,16,0.2,0.0,0.8111401725931703,0.004271189429227003,0.8094969003607565,0.004758241509963513
