config,lr,batch_size,dropout,weight_decay,val_f1_mean,val_f1_std,test_f1_mean,test_f1_std
best_params_plus_augmentation_jitter,0.0001,16,0.2,0.0,0.7924604796691571,0.0031253992833562808,0.7901419289692632,0.0031150981241634844
