epoch,seed,config,train_loss,train_f1,val_loss,val_f1
1,42,best_params_plus_augmentation_flip,0.8663560774975353,0.692344141985602,0.6062402433764603,0.7821541883282543
2,42,best_params_plus_augmentation_flip,0.5233774959656927,0.8149334729205491,0.5329782875267272,0.8134793239132035
3,42,best_params_plus_augmentation_flip,0.365667215006219,0.8698435701514539,0.5142728844716266,0.8246156025293987
4,42,best_params_plus_augmentation_flip,0.2530685074567795,0.9085748216160839,0.56719598387754,0.8243805000636435
5,42,best_params_plus_augmentation_flip,0.18043991021658812,0.9356924693769499,0.6112163859873635,0.8220637205050055
6,42,best_params_plus_augmentation_flip,0.13840197227257303,0.9507305111364829,0.6782925306498888,0.8225519942872385
7,42,best_params_plus_augmentation_flip,0.11444782184598347,0.9601694280798974,0.721219847651568,0.8218262108300708
1,123,best_params_plus_augmentation_flip,0.875878627550602,0.6895274269779516,0.6044090429511335,0.7851064774958753
2,123,best_params_plus_augmentation_flip,0.5327645566893948,0.8117031406154016,0.5340004870215638,0.8114750595308179
3,123,best_params_plus_augmentation_flip,0.3708411572726236,0.8675599454047553,0.5170716826361578,0.8216374502694652
4,123,best_params_plus_augmentation_flip,0.2555616151465724,0.9079164432920717,0.5781929435949954,0.8223944532113849
5,123,best_params_plus_augmentation_flip,0.18372375469211902,0.9338858665382048,0.6229622407852591,0.8226519998335331
6,123,best_params_plus_augmentation_flip,0.13760344522185625,0.9512405218491633,0.6680947283201565,0.8235189373093735
7,123,best_params_plus_augmentation_flip,0.11513458057625943,0.9595715819834792,0.7085409692722441,0.8232418991382285
1,2024,best_params_plus_augmentation_flip,0.8708549805396133,0.6918273351372244,0.6023864716153178,0.7850298195301384
2,2024,best_params_plus_augmentation_flip,0.529072950524754,0.8134773276151952,0.5299640971205715,0.8116079263562742
3,2024,best_params_plus_augmentation_flip,0.36891833267476826,0.8692642133072421,0.5302562509382661,0.8222645126186754
4,2024,best_params_plus_augmentation_flip,0.25569187556186485,0.9086742575789712,0.5845820399672242,0.8197939109592486
5,2024,best_params_plus_augmentation_flip,0.18184381604134622,0.9355735298680159,0.6455117507598208,0.8173276652589007
6,2024,best_params_plus_augmentation_flip,0.14036020196369953,0.950567566046416,0.6868607977037091,0.8176647263917921
7,2024,best_params_plus_augmentation_flip,0.11398901438524739,0.9599577943679634,0.7088896458217551,0.8197183306258633
