epoch,seed,config,train_loss,train_f1,val_loss,val_f1
1,42,best_params_plus_augmentation_cutmix_alpha_1,1.2594773063964313,0.6148022110478574,0.721924596878555,0.7705630755870002
2,42,best_params_plus_augmentation_cutmix_alpha_1,0.9654021796931823,0.7316872857882666,0.6415353482431836,0.8038194518113626
3,42,best_params_plus_augmentation_cutmix_alpha_1,0.8230266083912717,0.787652970340771,0.6067188892351256,0.822922135188441
4,42,best_params_plus_augmentation_cutmix_alpha_1,0.7247107968222349,0.823495337778688,0.6237137654238277,0.8216460386986499
5,42,best_params_plus_augmentation_cutmix_alpha_1,0.6658092378192685,0.8471127770047369,0.6115319360574086,0.8180379569137155
6,42,best_params_plus_augmentation_cutmix_alpha_1,0.6303437812171049,0.8592018615135393,0.618414689722326,0.8271513953884575
7,42,best_params_plus_augmentation_cutmix_alpha_1,0.6038126283923164,0.8692531407706431,0.6239814169433382,0.8195781809007592
1,123,best_params_plus_augmentation_cutmix_alpha_1,1.2888771703918775,0.6015798812727768,0.7569972189333704,0.7540409520170149
2,123,best_params_plus_augmentation_cutmix_alpha_1,0.9950541925966739,0.7189599454298212,0.6679339897447162,0.8052464121784704
3,123,best_params_plus_augmentation_cutmix_alpha_1,0.8438731949743298,0.7768089192552321,0.6203899877707163,0.8160090929510069
4,123,best_params_plus_augmentation_cutmix_alpha_1,0.7403023578109427,0.8178538982847992,0.6236249589443207,0.8182625421166152
5,123,best_params_plus_augmentation_cutmix_alpha_1,0.6760590281004293,0.8414408181483981,0.6330581297212177,0.8178337075557802
6,123,best_params_plus_augmentation_cutmix_alpha_1,0.6302460014824341,0.8579279059668308,0.6154682642155224,0.8195213632230726
7,123,best_params_plus_augmentation_cutmix_alpha_1,0.6091925292506918,0.8660722308449277,0.6456390493525399,0.8181063366968864
1,2024,best_params_plus_augmentation_cutmix_alpha_1,1.2661028128385543,0.6117375733936027,0.7421512631442811,0.7637215350132679
2,2024,best_params_plus_augmentation_cutmix_alpha_1,0.9775506589810053,0.7260905306308179,0.6656039826658037,0.8009935704441034
3,2024,best_params_plus_augmentation_cutmix_alpha_1,0.8259636387422681,0.7854526030098223,0.6037099166631699,0.8177045553998475
4,2024,best_params_plus_augmentation_cutmix_alpha_1,0.7299832735277713,0.8216156468304577,0.6090196415887938,0.819821316404514
5,2024,best_params_plus_augmentation_cutmix_alpha_1,0.6682928852713357,0.8443522201400313,0.6307880779663722,0.818440563268303
6,2024,best_params_plus_augmentation_cutmix_alpha_1,0.6355244630645236,0.8557704623238335,0.6228588411304686,0.8256037461268692
7,2024,best_params_plus_augmentation_cutmix_alpha_1,0.6063383980447168,0.8652188733439786,0.590566026798884,0.8257523917930527
