arch,batch_size,lr,weight_decay,dropout,aug,best_epoch_csv_mean,best_epoch_csv_std,best_epoch_csv_min,best_epoch_csv_max,best_epoch_csv_count,best_val_f1_csv_mean,best_val_f1_csv_std,best_val_f1_csv_min,best_val_f1_csv_max,best_val_f1_csv_count,final_val_f1_csv_mean,final_val_f1_csv_std,final_val_f1_csv_min,final_val_f1_csv_max,final_val_f1_csv_count,final_train_f1_csv_mean,final_train_f1_csv_std,final_train_f1_csv_min,final_train_f1_csv_max,final_train_f1_csv_count,min_val_loss_csv_mean,min_val_loss_csv_std,min_val_loss_csv_min,min_val_loss_csv_max,min_val_loss_csv_count,final_train_loss_csv_mean,final_train_loss_csv_std,final_train_loss_csv_min,final_train_loss_csv_max,final_train_loss_csv_count,final_val_loss_csv_mean,final_val_loss_csv_std,final_val_loss_csv_min,final_val_loss_csv_max,final_val_loss_csv_count,test_f1_macro_eval_mean,test_f1_macro_eval_std,test_f1_macro_eval_min,test_f1_macro_eval_max,test_f1_macro_eval_count,test_f1_weighted_eval_mean,test_f1_weighted_eval_std,test_f1_weighted_eval_min,test_f1_weighted_eval_max,test_f1_weighted_eval_count,test_accuracy_eval_mean,test_accuracy_eval_std,test_accuracy_eval_min,test_accuracy_eval_max,test_accuracy_eval_count,test_loss_eval_mean,test_loss_eval_std,test_loss_eval_min,test_loss_eval_max,test_loss_eval_count
mbv2,128,0.01,1e-05,0.2,,23.2,0.8366600265340751,22,24,5,0.7165778993999309,0.004412296563901971,0.7112390435531503,0.7230591808937792,5,0.7051718469701884,0.0029893804505902763,0.7022803131452311,0.7098913356027146,5,0.7575768300052048,0.003143983312081343,0.7535101594757918,0.7613791326947702,5,0.8037180106756422,0.00701203557317963,0.7945681273990207,0.8139637143241034,5,0.6932064863226148,0.003257710603669771,0.6907293465190464,0.6985328358120388,5,0.8397655878914728,0.013624324140944962,0.8244341244167752,0.8587687851111094,5,0.713749372891822,0.003579347096128827,0.7094882537862249,0.7188237108821148,5,0.713749372891822,0.0035793470961288164,0.7094882537862249,0.7188237108821148,5,0.7153711111111111,0.001365279331976086,0.7143,0.7176666666666667,5,0.8150289780152505,0.0075918011553581756,0.8087104370376703,0.8270456923678909,5
mbv2,128,0.01,0.0001,0.2,,21.0,2.3452078799117144,19,25,5,0.6495354896450991,0.007483730835616889,0.6443320265807874,0.6627623448534727,5,0.63510963234452,0.009397338920850958,0.6273391355978429,0.647452412993725,5,0.6516311727415904,0.00953324343366224,0.6430064959335053,0.6635633958133452,5,0.9782877857123481,0.015447615558477248,0.955458219104343,0.9959084099027844,5,0.9397427035204571,0.015442611985665126,0.922874679989285,0.9547065552605524,5,1.0227967723825242,0.04150582727863473,0.9826411259333292,1.0838045799891154,5,0.647558067419849,0.007367400044437409,0.6424723135480965,0.6605343338827867,5,0.6475580674198491,0.007367400044437466,0.6424723135480965,0.6605343338827868,5,0.6511088888888888,0.005905507996045525,0.6466888888888889,0.6612555555555556,5,0.9889933038129609,0.01836838257232836,0.9638658418361821,1.0115725985690476,5
