arch,best_epoch_csv_mean,best_epoch_csv_std,best_epoch_csv_min,best_epoch_csv_max,best_epoch_csv_count,best_val_f1_csv_mean,best_val_f1_csv_std,best_val_f1_csv_min,best_val_f1_csv_max,best_val_f1_csv_count,final_val_f1_csv_mean,final_val_f1_csv_std,final_val_f1_csv_min,final_val_f1_csv_max,final_val_f1_csv_count,final_train_f1_csv_mean,final_train_f1_csv_std,final_train_f1_csv_min,final_train_f1_csv_max,final_train_f1_csv_count,min_val_loss_csv_mean,min_val_loss_csv_std,min_val_loss_csv_min,min_val_loss_csv_max,min_val_loss_csv_count,final_train_loss_csv_mean,final_train_loss_csv_std,final_train_loss_csv_min,final_train_loss_csv_max,final_train_loss_csv_count,final_val_loss_csv_mean,final_val_loss_csv_std,final_val_loss_csv_min,final_val_loss_csv_max,final_val_loss_csv_count,test_f1_macro_eval_mean,test_f1_macro_eval_std,test_f1_macro_eval_min,test_f1_macro_eval_max,test_f1_macro_eval_count,test_f1_weighted_eval_mean,test_f1_weighted_eval_std,test_f1_weighted_eval_min,test_f1_weighted_eval_max,test_f1_weighted_eval_count,test_accuracy_eval_mean,test_accuracy_eval_std,test_accuracy_eval_min,test_accuracy_eval_max,test_accuracy_eval_count,test_loss_eval_mean,test_loss_eval_std,test_loss_eval_min,test_loss_eval_max,test_loss_eval_count
mbv2,22.1,2.0248456731316584,19,25,10,0.6830566945225149,0.035805974233185746,0.6443320265807874,0.7230591808937792,10,0.6701407396573542,0.037506696132112924,0.6273391355978429,0.7098913356027146,10,0.7046040013733976,0.056237863064226803,0.6430064959335053,0.7613791326947702,10,0.8910028981939953,0.092698858777707,0.7945681273990207,0.9959084099027844,10,0.8164745949215358,0.13036129868298174,0.6907293465190464,0.9547065552605524,10,0.9312811801369986,0.10076620898893687,0.8244341244167752,1.0838045799891154,10,0.6806537201558356,0.03531065866217148,0.6424723135480965,0.7188237108821148,10,0.6806537201558356,0.03531065866217148,0.6424723135480965,0.7188237108821148,10,0.68324,0.03410936505765663,0.6466888888888889,0.7176666666666667,10,0.9020111409141057,0.09263974328191583,0.8087104370376703,1.0115725985690476,10
