arch,batch_size,lr,weight_decay,dropout,aug,best_epoch_csv_mean,best_epoch_csv_std,best_epoch_csv_min,best_epoch_csv_max,best_epoch_csv_count,best_val_f1_csv_mean,best_val_f1_csv_std,best_val_f1_csv_min,best_val_f1_csv_max,best_val_f1_csv_count,final_val_f1_csv_mean,final_val_f1_csv_std,final_val_f1_csv_min,final_val_f1_csv_max,final_val_f1_csv_count,final_train_f1_csv_mean,final_train_f1_csv_std,final_train_f1_csv_min,final_train_f1_csv_max,final_train_f1_csv_count,min_val_loss_csv_mean,min_val_loss_csv_std,min_val_loss_csv_min,min_val_loss_csv_max,min_val_loss_csv_count,final_train_loss_csv_mean,final_train_loss_csv_std,final_train_loss_csv_min,final_train_loss_csv_max,final_train_loss_csv_count,final_val_loss_csv_mean,final_val_loss_csv_std,final_val_loss_csv_min,final_val_loss_csv_max,final_val_loss_csv_count,test_f1_macro_eval_mean,test_f1_macro_eval_std,test_f1_macro_eval_min,test_f1_macro_eval_max,test_f1_macro_eval_count,test_f1_weighted_eval_mean,test_f1_weighted_eval_std,test_f1_weighted_eval_min,test_f1_weighted_eval_max,test_f1_weighted_eval_count,test_accuracy_eval_mean,test_accuracy_eval_std,test_accuracy_eval_min,test_accuracy_eval_max,test_accuracy_eval_count,test_loss_eval_mean,test_loss_eval_std,test_loss_eval_min,test_loss_eval_max,test_loss_eval_count
mbv2_random,128,0.01,0,0,random,23.6,1.1401754250991378,22,25,5,0.7573567997585878,0.003603191092169549,0.753111344437311,0.7619685604819763,5,0.7533746343263257,0.00604965216967516,0.7468736503445256,0.7619685604819763,5,0.8954284313585994,0.006730560358977061,0.8882719475484077,0.9063176540683052,5,0.7172703959136539,0.002452663867799904,0.7145252485805088,0.7202311457792918,5,0.463585221886105,0.006599598244153824,0.4577287310070462,0.4745033640331692,5,0.7548876146062214,0.023220435236661105,0.7262231325785319,0.7835842095163134,5,0.7540834725085178,0.0037389012895563374,0.749434565910789,0.7586107364791719,5,0.7540834725085178,0.0037389012895563335,0.7494345659107889,0.758610736479172,5,0.7550733333333334,0.0029612163833694478,0.7512888888888889,0.7579444444444444,5,0.74323180234854,0.009193380663554171,0.7334740303308513,0.757689143108057,5
